REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
Fermeture Réhab,Gondola,ATTR,2020-01-07 23:59:00.000,2020-01-07 23:59:00.000,2020-01-08 07:28:17.000,2020-01-07
,Oz Theatre,ATTR,2019-01-04 10:35:00.000,2019-01-04 16:48:00.000,2019-01-05 08:09:47.000,2019-01-04
,Spiral Slide,ATTR,2022-06-24 10:00:00.000,2022-06-24 18:04:00.000,2022-06-25 08:03:42.000,2022-06-24
Fermeture Réhab,Giga Coaster,ATTR,2019-08-26 23:59:00.000,2019-08-26 23:59:00.000,2019-08-27 07:46:32.000,2019-08-26
,Himalaya Ride,ATTR,2018-10-24 10:00:00.000,2018-10-24 22:09:00.000,2018-10-25 07:37:11.000,2018-10-24
,Spiral Slide,ATTR,2019-11-11 08:30:00.000,2019-11-11 18:21:00.000,2019-11-12 07:18:20.000,2019-11-11
,Skyway,ATTR,2019-02-09 08:37:00.000,2019-02-10 00:30:00.000,2019-02-10 07:44:06.000,2019-02-09
,Aeroplane Ride,ATTR,2018-11-30 09:55:00.000,2018-12-01 00:14:00.000,2018-12-01 08:34:33.000,2018-11-30
,Free Fall,ATTR,2022-06-21 10:00:00.000,2022-06-21 18:06:00.000,2022-06-22 09:11:56.000,2022-06-21
,Giant Wheel,ATTR,2018-09-12 09:48:00.000,2018-09-12 21:11:00.000,2018-09-13 07:43:32.000,2018-09-12
,Vertical Drop,ATTR,2022-07-21 08:54:00.000,2022-07-21 22:42:00.000,2022-07-22 07:37:15.000,2022-07-21
,Reverse Bungee,ATTR,2018-10-05 08:27:00.000,2018-10-05 18:22:00.000,2018-10-06 08:49:04.000,2018-10-05
,Log Flume,ATTR,2019-06-27 08:30:00.000,2019-06-27 23:08:00.000,2019-06-28 07:44:51.000,2019-06-27
,Pirate Ship,ATTR,2022-04-22 09:27:00.000,2022-04-22 23:10:00.000,2022-04-23 07:58:35.000,2022-04-22
,Dizzy Dropper,ATTR,2020-01-17 08:30:00.000,2020-01-17 17:30:00.000,2020-01-18 07:38:20.000,2020-01-17
,Kiddie Coaster,ATTR,2019-07-22 09:34:00.000,2019-07-22 20:12:00.000,2019-07-23 07:51:57.000,2019-07-22
,Sling Shot,ATTR,2022-05-17 08:30:00.000,2022-05-17 20:05:00.000,2022-05-23 08:22:41.000,2022-05-17
,Reverse Bungee,ATTR,2019-07-26 09:30:00.000,2019-07-26 22:46:00.000,2019-07-27 08:39:51.000,2019-07-26
Fermeture Réhab,Pirate Ship,ATTR,2019-01-31 23:59:00.000,2019-01-31 23:59:00.000,2019-02-01 08:46:37.000,2019-01-31
,Giga Coaster,ATTR,2019-03-15 09:21:00.000,2019-03-15 19:15:00.000,2019-03-16 07:52:12.000,2019-03-15
,Water Ride,ATTR,2019-04-15 08:30:00.000,2019-04-15 21:15:00.000,2019-04-16 08:19:06.000,2019-04-15
,Bungee Jump,ATTR,2018-09-23 10:00:00.000,2018-09-23 21:03:00.000,2018-09-24 08:01:09.000,2018-09-23
,Superman Ride,ATTR,2019-08-30 08:30:00.000,2019-08-30 19:54:00.000,2019-08-31 08:53:14.000,2019-08-30
,Crazy Dance,ATTR,2018-04-20 09:27:00.000,2018-04-20 22:05:00.000,2018-04-21 07:48:34.000,2018-04-20
,Oz Theatre,ATTR,2019-08-26 10:52:00.000,2019-08-26 17:00:00.000,2019-08-27 07:46:26.000,2019-08-26
,Giga Coaster,ATTR,2020-01-14 09:27:00.000,2020-01-14 18:30:00.000,2020-01-15 08:27:58.000,2020-01-14
,Monorail,ATTR,2018-03-15 08:23:00.000,2018-03-15 20:06:00.000,2018-03-16 08:01:40.000,2018-03-15
,Spiral Slide,ATTR,2018-08-15 08:30:00.000,2018-08-15 20:28:00.000,2018-08-16 07:41:38.000,2018-08-15
,Circus Train,ATTR,2019-10-24 10:00:00.000,2019-10-24 18:57:00.000,2019-10-25 08:43:15.000,2019-10-24
,Bungee Jump,ATTR,2018-03-23 10:00:00.000,2018-03-23 20:33:00.000,2018-03-24 08:59:42.000,2018-03-23
,Swing Ride,ATTR,2019-12-09 08:30:00.000,2019-12-09 18:15:00.000,2019-12-10 07:45:19.000,2019-12-09
Fermeture Réhab,Pirate Ship,ATTR,2018-12-05 23:59:00.000,2018-12-05 23:59:00.000,2018-12-06 08:16:42.000,2018-12-05
,Giant Wheel,ATTR,2020-01-08 08:30:00.000,2020-01-08 18:21:00.000,2020-01-09 08:06:47.000,2020-01-08
,Power Tower,ATTR,2019-04-09 09:30:00.000,2019-04-09 20:07:00.000,2019-04-10 07:50:54.000,2019-04-09
,Swing Ride,ATTR,2020-01-21 08:30:00.000,2020-01-21 17:47:00.000,2020-01-22 07:32:27.000,2020-01-21
,Reverse Bungee,ATTR,2022-06-18 08:30:00.000,2022-06-18 20:18:00.000,2022-06-19 07:59:00.000,2022-06-18
,Power Tower,ATTR,2018-07-12 08:27:00.000,2018-07-12 20:14:00.000,2018-07-13 07:58:31.000,2018-07-12
,Roller Coaster,ATTR,2018-01-09 10:00:00.000,2018-01-09 17:55:00.000,2018-01-10 06:57:31.000,2018-01-09
,Drop Tower,ATTR,2018-09-07 08:30:00.000,2018-09-07 20:19:00.000,2018-09-08 08:22:38.000,2018-09-07
,Circus Train,ATTR,2018-08-28 10:00:00.000,2018-08-28 21:05:00.000,2018-08-29 08:18:46.000,2018-08-28
,Oz Theatre,ATTR,2022-05-06 12:00:00.000,2022-05-06 17:17:00.000,2022-05-07 07:53:18.000,2022-05-06
,Tivoli Gardens,PARK,2022-04-27 08:30:00.000,2022-04-27 09:30:00.000,2022-04-28 08:08:54.000,2022-04-27
,Flying Coaster,ATTR,2022-06-04 09:20:00.000,2022-06-04 23:08:00.000,2022-06-05 08:18:46.000,2022-06-04
,PortAventura World,PARK,2019-03-24 08:30:00.000,2019-03-24 09:30:00.000,2019-03-25 07:43:04.000,2019-03-24
,Swing Ride,ATTR,2018-12-29 08:00:00.000,2018-12-29 21:24:00.000,2018-12-30 07:29:36.000,2018-12-29
,PortAventura World,PARK,2019-06-29 10:00:00.000,2019-06-29 23:00:00.000,2019-06-30 08:14:25.000,2019-06-29
,Reverse Bungee,ATTR,2019-06-02 08:30:00.000,2019-06-02 20:00:00.000,2019-06-03 07:41:49.000,2019-06-02
Fermeture Réhab,Top Spin,ATTR,2019-10-18 23:59:00.000,2019-10-18 23:59:00.000,2019-10-19 07:36:37.000,2019-10-18
,Crazy Bus,ATTR,2019-02-16 08:32:00.000,2019-02-16 17:42:00.000,2019-02-17 09:22:18.000,2019-02-16
,Roller Coaster,ATTR,2022-04-17 10:00:00.000,2022-04-17 17:09:00.000,2022-04-18 07:44:15.000,2022-04-17
,Kiddie Coaster,ATTR,2019-12-05 10:00:00.000,2019-12-05 17:08:00.000,2019-12-06 07:48:56.000,2019-12-05
,Tivoli Gardens,PARK,2018-01-26 10:00:00.000,2018-01-26 19:00:00.000,2018-01-27 08:54:28.000,2018-01-26
Fermeture Réhab,Inverted Coaster,ATTR,2020-02-21 23:59:00.000,2020-02-21 23:59:00.000,2020-02-22 08:32:04.000,2020-02-21
Fermeture Réhab,Pirate Ship,ATTR,2019-05-21 23:59:00.000,2019-05-21 23:59:00.000,2019-05-22 07:41:05.000,2019-05-21
,PortAventura World,PARK,2018-06-22 08:30:00.000,2018-06-22 09:30:00.000,2018-06-23 07:57:00.000,2018-06-22
,Power Tower,ATTR,2018-12-04 09:47:00.000,2018-12-04 18:04:00.000,2018-12-05 09:08:15.000,2018-12-04
,Spinning Coaster,ATTR,2019-12-17 09:28:00.000,2019-12-18 00:14:00.000,2019-12-18 07:30:34.000,2019-12-17
,Superman Ride,ATTR,2022-08-16 09:24:00.000,2022-08-16 22:59:00.000,2022-08-17 07:34:54.000,2022-08-16
,Tivoli Gardens,PARK,2019-11-27 08:30:00.000,2019-11-27 09:30:00.000,2019-11-28 07:43:53.000,2019-11-27
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-02-12 23:59:00.000,2019-02-12 23:59:00.000,2019-02-13 07:34:55.000,2019-02-12
,PortAventura World,PARK,2019-07-12 10:00:00.000,2019-07-12 23:00:00.000,2019-07-13 07:21:03.000,2019-07-12
,Go-Karts,ATTR,2019-08-06 08:30:00.000,2019-08-06 23:08:00.000,2019-08-07 07:41:22.000,2019-08-06
,Swing Ride,ATTR,2022-08-08 08:30:00.000,2022-08-08 22:24:00.000,2022-08-09 07:25:55.000,2022-08-08
,Water Ride,ATTR,2019-09-03 09:37:00.000,2019-09-03 20:00:00.000,2019-09-04 08:31:29.000,2019-09-03
,Giga Coaster,ATTR,2020-02-02 09:18:00.000,2020-02-02 19:14:00.000,2020-02-03 07:25:38.000,2020-02-02
,Drop Tower,ATTR,2018-04-27 08:30:00.000,2018-04-27 21:19:00.000,2018-04-28 08:41:01.000,2018-04-27
,Gondola,ATTR,2018-11-02 09:53:00.000,2018-11-02 19:36:00.000,2018-11-03 07:59:49.000,2018-11-02
,Dizzy Dropper,ATTR,2022-04-18 08:30:00.000,2022-04-18 22:07:00.000,2022-04-19 07:28:57.000,2022-04-18
Fermeture Réhab,Bungee Jump,ATTR,2019-09-29 23:59:00.000,2019-09-29 23:59:00.000,2019-09-30 07:44:03.000,2019-09-29
,Roller Coaster,ATTR,2019-11-03 10:00:00.000,2019-11-03 18:01:00.000,2019-11-04 07:18:32.000,2019-11-03
,Roller Coaster,ATTR,2018-07-30 10:00:00.000,2018-07-30 19:59:00.000,2018-07-31 09:00:44.000,2018-07-30
,Merry Go Round,ATTR,2022-04-06 09:26:00.000,2022-04-06 23:11:00.000,2022-04-07 08:11:37.000,2022-04-06
,Pirate Ship,ATTR,2020-01-25 10:00:00.000,2020-01-25 20:26:00.000,2020-01-26 07:58:22.000,2020-01-25
,Crazy Bus,ATTR,2018-02-07 09:24:00.000,2018-02-07 17:45:00.000,2018-02-08 08:56:52.000,2018-02-07
Fermeture Réhab,Merry Go Round,ATTR,2018-06-29 23:59:00.000,2018-06-29 23:59:00.000,2018-06-30 08:53:09.000,2018-06-29
,PortAventura World,PARK,2019-06-01 08:30:00.000,2019-06-01 09:30:00.000,2019-06-02 07:54:27.000,2019-06-01
,Aeroplane Ride,ATTR,2018-05-06 08:36:00.000,2018-05-06 20:15:00.000,2018-05-07 07:21:43.000,2018-05-06
,Himalaya Ride,ATTR,2019-10-31 09:44:00.000,2019-11-01 02:09:00.000,2019-11-01 08:22:25.000,2019-10-31
,Spinning Coaster,ATTR,2018-08-05 08:34:00.000,2018-08-05 23:11:00.000,2018-08-06 07:47:50.000,2018-08-05
,Scooby Doo,ATTR,2018-05-12 08:30:00.000,2018-05-13 00:35:00.000,2018-05-13 07:41:29.000,2018-05-12
,Spinning Coaster,ATTR,2018-05-06 08:30:00.000,2018-05-06 22:37:00.000,2018-05-07 07:21:13.000,2018-05-06
,Oz Theatre,ATTR,2022-07-02 12:00:00.000,2022-07-02 23:45:00.000,2022-07-03 07:53:03.000,2022-07-02
,Aeroplane Ride,ATTR,2020-02-07 08:30:00.000,2020-02-07 19:06:00.000,2020-02-08 09:31:04.000,2020-02-07
,Kiddie Coaster,ATTR,2019-10-30 10:00:00.000,2019-10-30 17:40:00.000,2019-10-31 08:04:50.000,2019-10-30
,Oz Theatre,ATTR,2019-07-01 11:00:00.000,2019-07-01 21:15:00.000,2019-07-02 07:49:09.000,2019-07-01
,Bumper Cars,ATTR,2020-01-17 08:30:00.000,2020-01-17 17:47:00.000,2020-01-18 07:38:22.000,2020-01-17
,Giga Coaster,ATTR,2019-03-07 09:27:00.000,2019-03-07 18:52:00.000,2019-03-08 07:42:09.000,2019-03-07
,Top Spin,ATTR,2018-02-02 10:00:00.000,2018-02-02 19:00:00.000,2018-02-03 08:51:06.000,2018-02-02
,Bumper Cars,ATTR,2019-08-10 08:30:00.000,2019-08-10 22:17:00.000,2019-08-11 08:16:57.000,2019-08-10
Fermeture Réhab,Pirate Ship,ATTR,2018-12-28 23:59:00.000,2018-12-28 23:59:00.000,2018-12-29 07:22:41.000,2018-12-28
,Sling Shot,ATTR,2018-08-05 08:23:00.000,2018-08-05 20:26:00.000,2018-08-06 07:48:01.000,2018-08-05
,Spiral Slide,ATTR,2018-12-02 08:00:00.000,2018-12-02 18:26:00.000,2018-12-03 07:48:02.000,2018-12-02
,Himalaya Ride,ATTR,2019-12-15 08:33:00.000,2019-12-15 21:08:00.000,2019-12-16 07:57:33.000,2019-12-15
,Go-Karts,ATTR,2018-03-14 09:34:00.000,2018-03-14 20:05:00.000,2018-03-15 07:44:13.000,2018-03-14
,Aeroplane Ride,ATTR,2018-10-27 08:58:00.000,2018-10-27 20:07:00.000,2018-10-28 08:16:17.000,2018-10-27
,Reverse Bungee,ATTR,2022-05-26 08:30:00.000,2022-05-26 20:20:00.000,2022-05-27 10:09:32.000,2022-05-26
,Crazy Bus,ATTR,2018-04-24 09:31:00.000,2018-04-24 19:26:00.000,2018-04-25 09:48:12.000,2018-04-24
,Drop Tower,ATTR,2019-08-03 09:39:00.000,2019-08-03 22:28:00.000,2019-08-04 07:47:45.000,2019-08-03
,Haunted House,ATTR,2019-01-16 10:00:00.000,2019-01-16 17:25:00.000,2019-01-17 08:14:55.000,2019-01-16
,Aeroplane Ride,ATTR,2022-06-06 08:30:00.000,2022-06-06 20:24:00.000,2022-06-07 08:09:56.000,2022-06-06
,PortAventura World,PARK,2018-01-19 08:30:00.000,2018-01-19 09:30:00.000,2018-01-20 09:00:21.000,2018-01-19
,Haunted House,ATTR,2019-04-04 09:20:00.000,2019-04-04 20:48:00.000,2019-04-05 08:23:56.000,2019-04-04
,Rapids Ride,ATTR,2022-05-03 10:29:00.000,2022-05-03 21:10:00.000,2022-05-04 08:04:06.000,2022-05-03
,Pirate Ship,ATTR,2018-10-12 09:32:00.000,2018-10-12 20:27:00.000,2018-10-13 07:36:16.000,2018-10-12
,Tivoli Gardens,PARK,2020-02-15 08:30:00.000,2020-02-15 09:30:00.000,2020-02-16 07:24:27.000,2020-02-15
,Water Ride,ATTR,2022-04-29 09:30:00.000,2022-04-29 22:04:00.000,2022-04-30 09:48:50.000,2022-04-29
,Rapids Ride,ATTR,2018-07-24 10:00:00.000,2018-07-24 20:18:00.000,2018-07-25 07:51:14.000,2018-07-24
,Free Fall,ATTR,2018-06-25 10:00:00.000,2018-06-25 20:12:00.000,2018-06-26 07:51:26.000,2018-06-25
,Power Tower,ATTR,2019-07-20 09:20:00.000,2019-07-20 20:07:00.000,2019-07-21 09:09:52.000,2019-07-20
,Superman Ride,ATTR,2018-10-14 09:31:00.000,2018-10-14 17:48:00.000,2018-10-15 08:01:44.000,2018-10-14
,Drop Tower,ATTR,2022-07-19 08:30:00.000,2022-07-19 22:26:00.000,2022-07-20 07:31:09.000,2022-07-19
,Free Fall,ATTR,2019-04-21 10:00:00.000,2019-04-21 19:59:00.000,2019-04-22 07:29:25.000,2019-04-21
,Oz Theatre,ATTR,2019-04-14 11:00:00.000,2019-04-14 19:15:00.000,2019-04-15 07:42:05.000,2019-04-14
,Rapids Ride,ATTR,2019-09-16 09:43:00.000,2019-09-16 19:48:00.000,2019-09-17 08:44:05.000,2019-09-16
,Reverse Bungee,ATTR,2019-02-01 08:30:00.000,2019-02-01 18:31:00.000,2019-02-02 08:27:01.000,2019-02-01
,Spiral Slide,ATTR,2018-03-09 08:30:00.000,2018-03-09 18:19:00.000,2018-03-10 09:22:43.000,2018-03-09
,PortAventura World,PARK,2019-11-23 08:30:00.000,2019-11-23 09:30:00.000,2019-11-24 08:07:12.000,2019-11-23
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-09-05 23:59:00.000,2018-09-05 23:59:00.000,2018-09-06 09:05:33.000,2018-09-05
,Dizzy Dropper,ATTR,2018-06-17 08:30:00.000,2018-06-17 22:10:00.000,2018-06-18 07:24:29.000,2018-06-17
Fermeture Réhab,Crazy Dance,ATTR,2022-05-27 23:59:00.000,2022-05-27 23:59:00.000,2022-05-28 07:46:45.000,2022-05-27
,Top Spin,ATTR,2018-08-07 10:45:00.000,2018-08-07 17:35:00.000,2018-08-08 07:35:27.000,2018-08-07
,Kiddie Coaster,ATTR,2019-09-14 09:47:00.000,2019-09-14 20:00:00.000,2019-09-15 08:55:39.000,2019-09-14
,Himalaya Ride,ATTR,2018-08-12 09:58:00.000,2018-08-12 23:08:00.000,2018-08-13 07:36:35.000,2018-08-12
,Haunted House,ATTR,2019-08-29 09:22:00.000,2019-08-29 21:54:00.000,2019-08-30 07:48:37.000,2019-08-29
,Circus Train,ATTR,2018-01-11 10:00:00.000,2018-01-11 17:12:00.000,2018-01-12 08:39:36.000,2018-01-11
,Free Fall,ATTR,2022-07-13 10:00:00.000,2022-07-13 17:55:00.000,2022-07-14 07:41:12.000,2022-07-13
,PortAventura World,PARK,2022-07-23 09:30:00.000,2022-07-23 23:00:00.000,2022-07-24 07:52:26.000,2022-07-23
,Giga Coaster,ATTR,2019-04-22 09:32:00.000,2019-04-22 21:16:00.000,2019-04-23 07:23:20.000,2019-04-22
,Swing Ride,ATTR,2018-09-14 08:30:00.000,2018-09-14 20:16:00.000,2018-09-15 08:47:42.000,2018-09-14
,Kiddie Coaster,ATTR,2020-01-25 10:00:00.000,2020-01-25 17:49:00.000,2020-01-26 07:58:24.000,2020-01-25
,Swing Ride,ATTR,2020-02-12 08:30:00.000,2020-02-12 19:03:00.000,2020-02-13 07:48:50.000,2020-02-12
,Zipline,ATTR,2018-04-15 08:24:00.000,2018-04-15 22:00:00.000,2018-04-16 07:42:08.000,2018-04-15
,Giant Wheel,ATTR,2019-01-17 10:00:00.000,2019-01-17 19:09:00.000,2019-01-18 09:05:42.000,2019-01-17
,Bungee Jump,ATTR,2019-12-22 08:32:00.000,2019-12-22 22:01:00.000,2019-12-23 07:17:41.000,2019-12-22
Fermeture Réhab,Pirate Ship,ATTR,2019-05-24 23:59:00.000,2019-05-24 23:59:00.000,2019-05-25 07:36:32.000,2019-05-24
,Bungee Jump,ATTR,2018-03-01 10:00:00.000,2018-03-01 20:02:00.000,2018-03-02 08:24:45.000,2018-03-01
,Crazy Dance,ATTR,2019-11-14 09:26:00.000,2019-11-14 19:10:00.000,2019-11-15 08:31:14.000,2019-11-14
,Circus Train,ATTR,2018-03-23 10:00:00.000,2018-03-23 19:13:00.000,2018-03-24 08:59:53.000,2018-03-23
,Oz Theatre,ATTR,2018-10-07 11:00:00.000,2018-10-07 17:21:00.000,2018-10-08 08:17:34.000,2018-10-07
,Reverse Bungee,ATTR,2022-07-07 08:20:00.000,2022-07-07 20:25:00.000,2022-07-08 07:55:14.000,2022-07-07
,Skyway,ATTR,2018-12-06 09:39:00.000,2018-12-06 18:08:00.000,2018-12-07 07:48:38.000,2018-12-06
,Giga Coaster,ATTR,2019-10-04 09:21:00.000,2019-10-04 23:45:00.000,2019-10-05 07:38:37.000,2019-10-04
,Haunted House,ATTR,2018-08-10 09:43:00.000,2018-08-10 21:55:00.000,2018-08-11 08:32:00.000,2018-08-10
,Go-Karts,ATTR,2018-08-28 08:30:00.000,2018-08-28 23:09:00.000,2018-08-29 08:18:42.000,2018-08-28
,Free Fall,ATTR,2018-10-07 10:00:00.000,2018-10-07 18:02:00.000,2018-10-08 08:17:41.000,2018-10-07
,Roller Coaster,ATTR,2018-08-09 10:00:00.000,2018-08-09 19:44:00.000,2018-08-10 08:13:44.000,2018-08-09
,Oz Theatre,ATTR,2019-05-03 10:54:00.000,2019-05-03 19:00:00.000,2019-05-04 07:27:58.000,2019-05-03
,Superman Ride,ATTR,2022-05-31 09:30:00.000,2022-05-31 17:17:00.000,2022-06-01 10:36:05.000,2022-05-31
,Tivoli Gardens,PARK,2019-06-24 08:30:00.000,2019-06-24 09:30:00.000,2019-06-25 07:44:39.000,2019-06-24
,PortAventura World,PARK,2018-04-24 08:30:00.000,2018-04-24 09:30:00.000,2018-04-25 09:47:50.000,2018-04-24
,Go-Karts,ATTR,2018-08-06 08:30:00.000,2018-08-06 23:09:00.000,2018-08-07 07:46:40.000,2018-08-06
,PortAventura World,PARK,2018-12-07 10:00:00.000,2018-12-07 19:00:00.000,2018-12-08 08:31:42.000,2018-12-07
Fermeture Réhab,Top Spin,ATTR,2019-06-18 23:59:00.000,2019-06-18 23:59:00.000,2019-06-19 08:11:27.000,2019-06-18
,Oz Theatre,ATTR,2019-02-26 10:00:00.000,2019-02-26 18:16:00.000,2019-02-27 08:17:39.000,2019-02-26
,Giant Wheel,ATTR,2020-01-29 08:30:00.000,2020-01-29 18:40:00.000,2020-01-30 08:07:02.000,2020-01-29
Fermeture Réhab,Merry Go Round,ATTR,2018-05-22 23:59:00.000,2018-05-22 23:59:00.000,2018-05-23 07:45:40.000,2018-05-22
,Giga Coaster,ATTR,2019-11-15 09:06:00.000,2019-11-15 18:26:00.000,2019-11-16 08:21:48.000,2019-11-15
,Roller Coaster,ATTR,2019-05-02 10:00:00.000,2019-05-02 19:41:00.000,2019-06-05 09:12:15.000,2019-05-02
,Sling Shot,ATTR,2018-05-25 08:42:00.000,2018-05-25 19:07:00.000,2018-05-26 07:49:26.000,2018-05-25
Fermeture Réhab,Go-Karts,ATTR,2022-06-03 23:59:00.000,2022-06-03 23:59:00.000,2022-06-04 08:05:50.000,2022-06-03
Fermeture Réhab,Haunted House,ATTR,2018-11-15 23:59:00.000,2018-11-15 23:59:00.000,2018-12-06 08:17:10.000,2018-11-15
,Aeroplane Ride,ATTR,2018-05-22 08:33:00.000,2018-05-22 19:00:00.000,2018-05-23 07:45:45.000,2018-05-22
,Superman Ride,ATTR,2018-11-11 09:46:00.000,2018-11-11 17:48:00.000,2018-11-12 08:09:56.000,2018-11-11
,Power Tower,ATTR,2019-03-16 08:27:00.000,2019-03-16 20:05:00.000,2019-03-17 07:47:10.000,2019-03-16
,Flying Coaster,ATTR,2019-01-27 10:00:00.000,2019-01-27 19:00:00.000,2019-01-28 07:26:37.000,2019-01-27
,Tivoli Gardens,PARK,2019-10-04 10:00:00.000,2019-10-04 18:00:00.000,2019-10-05 07:38:52.000,2019-10-04
,Top Spin,ATTR,2018-09-30 10:45:00.000,2018-09-30 17:35:00.000,2018-10-01 07:32:19.000,2018-09-30
,Monorail,ATTR,2019-09-20 08:30:00.000,2019-09-20 18:37:00.000,2019-09-21 07:25:15.000,2019-09-20
,Crazy Dance,ATTR,2020-01-02 09:00:00.000,2020-01-02 22:12:00.000,2020-01-03 08:00:59.000,2020-01-02
,Skyway,ATTR,2018-07-15 10:00:00.000,2018-07-15 20:20:00.000,2018-07-16 07:30:50.000,2018-07-15
,Water Ride,ATTR,2018-06-07 08:30:00.000,2018-06-07 22:06:00.000,2018-06-08 07:25:26.000,2018-06-07
,Bumper Cars,ATTR,2018-01-21 08:30:00.000,2018-01-21 19:11:00.000,2018-01-22 08:44:49.000,2018-01-21
Fermeture Réhab,Top Spin,ATTR,2019-05-06 23:59:00.000,2019-05-06 23:59:00.000,2019-05-07 08:38:32.000,2019-05-06
,Log Flume,ATTR,2022-05-30 08:30:00.000,2022-05-30 23:07:00.000,2022-05-31 08:17:07.000,2022-05-30
,Bungee Jump,ATTR,2018-12-08 09:00:00.000,2018-12-08 22:05:00.000,2018-12-09 09:20:27.000,2018-12-08
Fermeture Réhab,Crazy Dance,ATTR,2022-06-19 23:59:00.000,2022-06-19 23:59:00.000,2022-06-20 07:38:19.000,2022-06-19
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-06-16 23:59:00.000,2019-06-16 23:59:00.000,2019-06-17 07:44:25.000,2019-06-16
,Himalaya Ride,ATTR,2018-05-15 09:56:00.000,2018-05-15 22:36:00.000,2018-05-16 07:59:38.000,2018-05-15
,Oz Theatre,ATTR,2019-10-11 10:39:00.000,2019-10-11 17:17:00.000,2019-10-12 07:37:18.000,2019-10-11
,Free Fall,ATTR,2020-01-09 10:00:00.000,2020-01-09 17:53:00.000,2020-01-10 08:03:36.000,2020-01-09
,Dizzy Dropper,ATTR,2019-01-16 08:30:00.000,2019-01-16 17:45:00.000,2019-01-17 08:14:55.000,2019-01-16
,Flying Coaster,ATTR,2019-08-16 09:40:00.000,2019-08-16 23:13:00.000,2019-08-17 08:16:55.000,2019-08-16
,Crazy Bus,ATTR,2019-10-03 08:30:00.000,2019-10-03 18:25:00.000,2019-10-04 07:41:40.000,2019-10-03
,Rapids Ride,ATTR,2018-05-22 09:41:00.000,2018-05-22 20:21:00.000,2018-05-23 07:45:39.000,2018-05-22
,Sling Shot,ATTR,2022-04-25 08:30:00.000,2022-04-25 20:10:00.000,2022-04-26 10:00:27.000,2022-04-25
,Monorail,ATTR,2018-01-11 08:28:00.000,2018-01-11 18:32:00.000,2018-01-12 08:46:08.000,2018-01-11
,Crazy Bus,ATTR,2019-05-27 08:30:00.000,2019-05-27 19:26:00.000,2019-05-28 07:55:58.000,2019-05-27
,Bungee Jump,ATTR,2022-07-27 09:30:00.000,2022-07-27 23:04:00.000,2022-07-28 07:20:12.000,2022-07-27
,Giga Coaster,ATTR,2018-08-26 09:17:00.000,2018-08-26 22:29:00.000,2018-08-27 07:32:39.000,2018-08-26
,Himalaya Ride,ATTR,2019-05-09 09:39:00.000,2019-05-09 22:34:00.000,2019-05-10 08:14:10.000,2019-05-09
,Drop Tower,ATTR,2018-10-30 08:30:00.000,2018-10-30 21:12:00.000,2018-10-31 07:57:48.000,2018-10-30
,Gondola,ATTR,2019-11-18 09:30:00.000,2019-11-18 18:21:00.000,2019-11-19 07:54:33.000,2019-11-18
,Scooby Doo,ATTR,2018-07-17 08:30:00.000,2018-07-17 20:38:00.000,2018-07-18 07:48:38.000,2018-07-17
,Oz Theatre,ATTR,2018-12-05 11:00:00.000,2018-12-05 18:40:00.000,2018-12-06 08:16:42.000,2018-12-05
,Gondola,ATTR,2019-10-15 09:43:00.000,2019-10-15 18:39:00.000,2019-10-16 07:48:37.000,2019-10-15
Fermeture Réhab,Rapids Ride,ATTR,2018-01-27 23:59:00.000,2018-01-27 23:59:00.000,2018-01-28 08:08:32.000,2018-01-27
,Power Tower,ATTR,2022-04-20 08:26:00.000,2022-04-20 20:09:00.000,2022-04-21 08:16:41.000,2022-04-20
,Monorail,ATTR,2018-02-16 08:21:00.000,2018-02-16 20:08:00.000,2018-02-17 08:39:27.000,2018-02-16
Fermeture Réhab,Gondola,ATTR,2020-01-18 23:59:00.000,2020-01-18 23:59:00.000,2020-01-19 07:44:22.000,2020-01-18
,Kiddie Coaster,ATTR,2018-04-05 09:52:00.000,2018-04-05 20:12:00.000,2018-04-06 09:20:18.000,2018-04-05
,Spiral Slide,ATTR,2019-11-13 08:30:00.000,2019-11-13 18:29:00.000,2019-11-14 08:17:52.000,2019-11-13
,Pirate Ship,ATTR,2018-04-01 10:00:00.000,2018-04-01 22:14:00.000,2018-04-02 07:55:23.000,2018-04-01
,Sling Shot,ATTR,2022-08-11 09:13:00.000,2022-08-11 21:11:00.000,2022-08-12 10:08:16.000,2022-08-11
,Circus Train,ATTR,2019-08-28 10:00:00.000,2019-08-28 21:07:00.000,2019-08-29 09:03:52.000,2019-08-28
Fermeture Réhab,Top Spin,ATTR,2019-11-17 23:59:00.000,2019-11-17 23:59:00.000,2019-11-18 07:41:55.000,2019-11-17
,Power Tower,ATTR,2018-10-08 09:43:00.000,2018-10-08 18:06:00.000,2018-10-09 08:45:15.000,2018-10-08
Fermeture Réhab,Skyway,ATTR,2019-07-03 23:59:00.000,2019-07-03 23:59:00.000,2019-07-04 07:45:45.000,2019-07-03
,Power Tower,ATTR,2022-07-03 08:30:00.000,2022-07-03 20:08:00.000,2022-07-04 07:44:20.000,2022-07-03
